1.8263 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
19.1988 	DATA 	Keypress: right
19.3294 	DATA 	Keypress: right
19.5297 	DATA 	Keypress: right
20.5499 	DATA 	Keypress: backspace
20.6975 	DATA 	Keypress: backspace
20.8810 	DATA 	Keypress: backspace
21.0479 	DATA 	Keypress: backspace
21.1980 	DATA 	Keypress: backspace
21.3340 	DATA 	Keypress: backspace
21.4982 	DATA 	Keypress: backspace
21.6318 	DATA 	Keypress: backspace
21.7819 	DATA 	Keypress: backspace
21.9321 	DATA 	Keypress: backspace
22.0822 	DATA 	Keypress: backspace
22.2157 	DATA 	Keypress: backspace
22.3659 	DATA 	Keypress: backspace
22.4854 	DATA 	Keypress: backspace
22.6328 	DATA 	Keypress: backspace
23.1667 	DATA 	Keypress: lshift
23.3003 	DATA 	Keypress: h
23.4670 	DATA 	Keypress: e
23.5670 	DATA 	Keypress: l
23.6695 	DATA 	Keypress: l
23.8340 	DATA 	Keypress: o
23.9507 	DATA 	Keypress: space
24.1511 	DATA 	Keypress: lshift
24.2177 	DATA 	Keypress: t
24.3512 	DATA 	Keypress: h
24.4205 	DATA 	Keypress: e
24.5014 	DATA 	Keypress: r
24.5847 	DATA 	Keypress: e
25.8697 	DATA 	Mouse: Left button down, pos=(953,111)
25.8720 	EXP 	New trial (rep=1, index=0): None
25.8858 	EXP 	textbox: autoDraw = False
25.8858 	EXP 	endButton: autoDraw = False
25.8858 	EXP 	textbox: autoDraw = True
25.8858 	EXP 	endButton: autoDraw = True
25.9362 	DATA 	Mouse:  Left button up, pos=(953,111)
27.2043 	DATA 	Mouse: Left button down, pos=(983,532)
27.2733 	DATA 	Mouse:  Left button up, pos=(983,532)
27.3711 	DATA 	Mouse: Left button down, pos=(984,529)
27.4545 	DATA 	Mouse:  Left button up, pos=(1023,530)
27.9384 	DATA 	Mouse: Left button down, pos=(1180,543)
28.3413 	DATA 	Mouse:  Left button up, pos=(995,527)
28.6556 	DATA 	Mouse: Left button down, pos=(1192,550)
28.7557 	DATA 	Mouse:  Left button up, pos=(1192,550)
29.1062 	DATA 	Mouse: Left button down, pos=(1168,540)
29.2061 	DATA 	Mouse:  Left button up, pos=(1168,540)
29.5233 	DATA 	Mouse: Left button down, pos=(1159,533)
29.6399 	DATA 	Mouse:  Left button up, pos=(1159,533)
30.4406 	DATA 	Keypress: backspace
30.8243 	DATA 	Keypress: backspace
30.9912 	DATA 	Keypress: backspace
31.1246 	DATA 	Keypress: backspace
31.2747 	DATA 	Keypress: backspace
31.4249 	DATA 	Keypress: backspace
31.5584 	DATA 	Keypress: backspace
31.7087 	DATA 	Keypress: backspace
31.8444 	DATA 	Keypress: backspace
32.0088 	DATA 	Keypress: backspace
32.1424 	DATA 	Keypress: backspace
33.0265 	DATA 	Keypress: right
33.1433 	DATA 	Keypress: right
33.2767 	DATA 	Keypress: right
33.6437 	DATA 	Keypress: right
34.2944 	DATA 	Keypress: backspace
34.4305 	DATA 	Keypress: backspace
34.5780 	DATA 	Keypress: backspace
34.7115 	DATA 	Keypress: backspace
35.5957 	DATA 	Keypress: lshift
35.7291 	DATA 	Keypress: g
36.2630 	DATA 	Keypress: backspace
40.4172 	DATA 	Keypress: h
40.5005 	DATA 	Keypress: e
40.6007 	DATA 	Keypress: l
40.7174 	DATA 	Keypress: l
40.8676 	DATA 	Keypress: o
41.0011 	DATA 	Keypress: space
41.1012 	DATA 	Keypress: g
41.3848 	DATA 	Keypress: backspace
41.4852 	DATA 	Keypress: a
41.6017 	DATA 	Keypress: g
41.7018 	DATA 	Keypress: i
41.7854 	DATA 	Keypress: a
41.9187 	DATA 	Keypress: n
42.2525 	DATA 	Keypress: backspace
42.3887 	DATA 	Keypress: backspace
42.5025 	DATA 	Keypress: backspace
42.6863 	DATA 	Keypress: a
42.7870 	DATA 	Keypress: i
42.8529 	DATA 	Keypress: n
44.3597 	DATA 	Mouse: Left button down, pos=(1065,96)
44.3724 	EXP 	New trial (rep=2, index=0): None
44.3875 	EXP 	textbox: autoDraw = False
44.3875 	EXP 	endButton: autoDraw = False
44.3875 	EXP 	textbox: autoDraw = True
44.3875 	EXP 	endButton: autoDraw = True
44.4546 	DATA 	Mouse:  Left button up, pos=(1065,96)
46.2397 	DATA 	Keypress: escape
46.6762 	EXP 	window1: mouseVisible = True
